s,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",24-02-2026 15:00,23.838586,78.759431,NH3,4,9,6
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",24-02-2026 15:00,23.8640158,78.80289321,PM2.5,14,71,38
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",24-02-2026 15:00,20.9402359,77.7895248,NH3,1,5,3
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",24-02-2026 15:00,20.939198,77.765701,PM2.5,13,52,35
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",24-02-2026 15:00,20.939198,77.765701,NH3,2,5,3
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",24-02-2026 15:00,19.87562,75.38731,PM10,20,156,76
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",24-02-2026 15:00,19.87562,75.38731,SO2,10,19,14
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",24-02-2026 15:00,19.87562,75.38731,CO,19,56,38
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",24-02-2026 15:00,19.8389439,75.244448,PM2.5,56,134,90
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",24-02-2026 15:00,19.863756,75.321188,NH3,1,5,2
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",24-02-2026 15:00,20.918946,74.776388,PM10,34,131,86
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",24-02-2026 15:00,20.918946,74.776388,CO,3,68,18
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",24-02-2026 15:00,21.001264,75.565602,NO2,3,21,8
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",24-02-2026 15:00,21.001264,75.565602,OZONE,19,75,49
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",24-02-2026 15:00,19.25292,73.142019,NH3,1,1,1
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",24-02-2026 15:00,19.25292,73.142019,OZONE,8,11,9
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",24-02-2026 15:00,19.192056,72.9585188,PM10,7,185,133
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",24-02-2026 15:00,19.192056,72.9585188,NH3,1,4,2
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",24-02-2026 15:00,23.168606,79.932247,PM10,70,423,129
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",24-02-2026 15:00,23.168606,79.932247,NO2,25,32,28
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",24-02-2026 15:00,23.168606,79.932247,SO2,4,26,13
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",24-02-2026 15:00,23.50016,80.23284,SO2,4,42,24
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",24-02-2026 15:00,23.10844,77.511428,PM10,55,414,150
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",24-02-2026 15:00,22.678,75.8559,PM2.5,NA,NA,NA
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",24-02-2026 15:00,22.7084,75.8815,PM10,23,136,70
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",24-02-2026 15:00,22.7084,75.8815,NH3,1,1,1
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",24-02-2026 15:00,23.163174,79.973061,PM2.5,18,70,38
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",24-02-2026 15:00,23.163174,79.973061,SO2,4,6,5
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",24-02-2026 15:00,19.309073,73.057223,SO2,4,16,9
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",24-02-2026 15:00,19.309073,73.057223,OZONE,13,91,43
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24-02-2026 15:00,24.10897,82.64558,PM10,86,239,146
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",24-02-2026 15:00,20.9402359,77.7895248,PM10,41,64,55
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",24-02-2026 15:00,23.1633321,75.800225,SO2,1,5,3
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",24-02-2026 15:00,20.555712,74.529236,NH3,NA,NA,NA
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",24-02-2026 15:00,19.296481,72.840923,CO,24,113,63
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",24-02-2026 15:00,19.053536,72.84643,PM10,106,154,125
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",24-02-2026 15:00,19.065931,72.862131,NH3,10,10,10
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",24-02-2026 15:00,19.065931,72.862131,CO,9,14,11
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",24-02-2026 15:00,19.23241,72.86895,PM2.5,58,131,91
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",24-02-2026 15:00,19.2243333,72.8658113,PM2.5,35,60,48
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",24-02-2026 15:00,19.2243333,72.8658113,PM10,51,88,68
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",24-02-2026 15:00,18.897756,72.81332,CO,26,76,48
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,PM2.5,61,165,86
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,NO2,6,69,30
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,NH3,2,19,6
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",24-02-2026 15:00,19.060498,72.923356,PM10,118,149,134
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",24-02-2026 15:00,19.060498,72.923356,NO2,16,33,24
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",24-02-2026 15:00,19.060498,72.923356,CO,14,84,32
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",24-02-2026 15:00,19.04946,72.923,OZONE,1,94,51
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",24-02-2026 15:00,19.083694,72.920967,OZONE,2,86,25
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",24-02-2026 15:00,19.2058,72.8682,PM10,67,132,97
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",24-02-2026 15:00,19.2058,72.8682,SO2,23,28,25
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",24-02-2026 15:00,19.2058,72.8682,OZONE,18,18,18
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",24-02-2026 15:00,19.0632143,72.8456324,PM2.5,55,80,69
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",24-02-2026 15:00,18.9767,72.838,NH3,7,21,11
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",24-02-2026 15:00,18.9767,72.838,SO2,1,6,4
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",24-02-2026 15:00,18.9767,72.838,CO,53,104,77
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",24-02-2026 15:00,19.11074,72.86084,NH3,11,27,19
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",24-02-2026 15:00,19.11074,72.86084,OZONE,3,92,42
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",24-02-2026 15:00,19.19709,72.82204,NO2,35,88,51
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",24-02-2026 15:00,19.1878657,72.8304069,NO2,11,64,29
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",24-02-2026 15:00,19.1878657,72.8304069,NH3,1,6,3
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",24-02-2026 15:00,19.1878657,72.8304069,OZONE,6,38,16
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",24-02-2026 15:00,16.6870449,74.2505872,PM10,43,79,66
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",24-02-2026 15:00,18.39963,76.57452,PM10,35,65,47
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",24-02-2026 15:00,20.555712,74.529236,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24-02-2026 15:00,19.10078,72.87462,PM10,83,119,99
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24-02-2026 15:00,19.10078,72.87462,SO2,43,112,78
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",24-02-2026 15:00,19.1653323,72.922099,NO2,20,38,27
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",24-02-2026 15:00,19.047,72.8746,NH3,6,7,7
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",24-02-2026 15:00,18.530085,73.849598,NO2,26,111,51
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",24-02-2026 15:00,18.530085,73.849598,CO,52,114,89
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",24-02-2026 15:00,18.547056,73.826908,PM2.5,35,100,66
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",24-02-2026 15:00,18.547056,73.826908,PM10,52,140,93
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",24-02-2026 15:00,18.547056,73.826908,SO2,2,5,3
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",24-02-2026 15:00,18.664282,73.763966,PM10,53,138,86
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",24-02-2026 15:00,18.664282,73.763966,CO,26,76,56
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",24-02-2026 15:00,16.5038,74.3623,PM10,58,98,72
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",24-02-2026 15:00,16.5038,74.3623,NO2,9,46,21
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",24-02-2026 15:00,19.02579,73.10297,PM2.5,47,84,61
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",24-02-2026 15:00,19.063,73.1209,PM2.5,57,168,104
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",24-02-2026 15:00,19.265594,76.761463,PM10,17,142,46
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",24-02-2026 15:00,19.265594,76.761463,NH3,3,5,4
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",24-02-2026 15:00,19.265594,76.761463,CO,8,14,12
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.63673,73.82487,SO2,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.63673,73.82487,OZONE,32,60,39
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",24-02-2026 15:00,21.143383,79.048912,OZONE,8,58,32
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",24-02-2026 15:00,19.173852,77.296291,NH3,3,5,4
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",24-02-2026 15:00,20.0073285,73.7762427,PM10,52,145,95
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",24-02-2026 15:00,20.0073285,73.7762427,SO2,1,28,6
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",24-02-2026 15:00,20.021503,73.813844,NO2,4,40,18
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",24-02-2026 15:00,19.95022,73.73148,CO,28,34,31
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",24-02-2026 15:00,19.047,72.8746,OZONE,1,9,6
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",24-02-2026 15:00,21.121801,79.04952,NO2,12,67,35
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",24-02-2026 15:00,21.14472,79.107595,NO2,27,76,44
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",24-02-2026 15:00,21.14472,79.107595,SO2,3,44,14
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",24-02-2026 15:00,21.152875,79.0517531,NO2,16,49,29
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",24-02-2026 15:00,19.9591346,73.7788008,PM10,59,111,87
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",24-02-2026 15:00,19.090337,73.014232,PM10,105,166,128
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",24-02-2026 15:00,19.090337,73.014232,OZONE,1,98,19
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",24-02-2026 15:00,19.008751,73.01662,PM10,NA,NA,NA
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",24-02-2026 15:00,19.008751,73.01662,NH3,5,5,5
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",24-02-2026 15:00,18.57304,73.927715,PM2.5,49,198,111
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",24-02-2026 15:00,18.536457,73.805454,PM2.5,40,128,71
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",24-02-2026 15:00,18.536457,73.805454,NO2,6,42,18
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",24-02-2026 15:00,18.536457,73.805454,OZONE,1,43,21
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",24-02-2026 15:00,18.530085,73.849598,PM2.5,49,152,82
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",24-02-2026 15:00,18.60577,73.749976,CO,20,142,97
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",24-02-2026 15:00,18.459883,73.852193,PM2.5,36,130,73
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",24-02-2026 15:00,18.459883,73.852193,PM10,67,182,120
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",24-02-2026 15:00,18.459883,73.852193,OZONE,35,98,73
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",24-02-2026 15:00,18.45445,73.854155,PM10,71,127,93
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",24-02-2026 15:00,17.65439,75.90649,PM10,37,205,70
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",24-02-2026 15:00,17.65439,75.90649,NH3,3,9,4
India,Maharashtra,Pune,"Bhosari, Pune - IITM",24-02-2026 15:00,18.640051,73.848956,PM2.5,35,247,110
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",24-02-2026 15:00,20.94185,86.1151,PM2.5,33,157,80
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",24-02-2026 15:00,20.94185,86.1151,OZONE,5,193,56
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",24-02-2026 15:00,20.48891,85.84768,PM10,80,152,110
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",24-02-2026 15:00,20.48891,85.84768,SO2,4,21,9
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",24-02-2026 15:00,21.6439,85.599355,NH3,5,5,5
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",24-02-2026 15:00,21.847279,85.416905,NO2,9,10,9
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",24-02-2026 15:00,21.847279,85.416905,CO,24,34,30
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",24-02-2026 15:00,22.265816,86.174829,PM2.5,36,145,73
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",24-02-2026 15:00,22.220833,84.809444,PM2.5,58,204,117
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",24-02-2026 15:00,22.220833,84.809444,PM10,59,166,104
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",24-02-2026 15:00,22.220833,84.809444,OZONE,4,14,8
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",24-02-2026 15:00,22.245,84.88111111,NO2,NA,NA,NA
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",24-02-2026 15:00,21.606865,85.510538,PM2.5,34,169,73
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",24-02-2026 15:00,21.606865,85.510538,NO2,15,15,15
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",24-02-2026 15:00,21.606865,85.510538,NH3,7,7,7
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",24-02-2026 15:00,21.606865,85.510538,SO2,6,46,20
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",24-02-2026 15:00,20.9360711,85.1707021,PM10,82,411,181
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5586,91.8985,OZONE,26,75,61
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",24-02-2026 15:00,23.7176342,92.7192841,CO,3,3,3
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",24-02-2026 15:00,25.6635413,94.0989878,NO2,3,4,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",24-02-2026 15:00,20.832874,85.104082,CO,26,137,79
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",24-02-2026 15:00,21.51161,86.89088,PM2.5,40,177,97
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",24-02-2026 15:00,22.1166054,85.3945546,NO2,17,70,38
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",24-02-2026 15:00,19.26777,72.97182,SO2,4,18,8
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",24-02-2026 15:00,19.26777,72.97182,OZONE,1,131,53
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",24-02-2026 15:00,19.222279,72.957979,PM2.5,38,148,72
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",24-02-2026 15:00,19.235581,73.159121,OZONE,11,89,40
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",24-02-2026 15:00,22.1166054,85.3945546,CO,16,50,26
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",24-02-2026 15:00,22.1166054,85.3945546,OZONE,18,133,61
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",24-02-2026 15:00,21.941841,86.728318,NH3,3,7,5
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",24-02-2026 15:00,22.06156703,85.47409613,NO2,6,7,7
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",24-02-2026 15:00,22.06156703,85.47409613,SO2,11,12,12
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",24-02-2026 15:00,21.8004996,83.8396977,SO2,16,25,20
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",24-02-2026 15:00,21.869985,85.167016,PM10,4,213,107
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",24-02-2026 15:00,21.869985,85.167016,NO2,NA,NA,NA
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",24-02-2026 15:00,21.869985,85.167016,NH3,NA,NA,NA
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",24-02-2026 15:00,31.62,74.876512,PM2.5,72,176,96
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",24-02-2026 15:00,31.62,74.876512,PM10,99,159,118
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",24-02-2026 15:00,31.62,74.876512,CO,40,102,51
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",24-02-2026 15:00,17.65439,75.90649,SO2,1,11,5
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",24-02-2026 15:00,26.895552,76.334753,SO2,3,26,7
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",24-02-2026 15:00,26.895552,76.334753,CO,28,137,42
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",24-02-2026 15:00,26.699557,77.898881,SO2,6,12,9
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",24-02-2026 15:00,26.699557,77.898881,OZONE,1,50,25
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",24-02-2026 15:00,23.837789,73.714926,CO,26,48,39
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",24-02-2026 15:00,23.837789,73.714926,OZONE,6,58,36
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",24-02-2026 15:00,29.61075,74.283608,OZONE,24,89,57
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",24-02-2026 15:00,26.902909,75.836858,PM2.5,72,197,105
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",24-02-2026 15:00,26.902909,75.836858,NO2,10,59,31
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",24-02-2026 15:00,26.843698,75.766894,PM10,58,239,125
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",24-02-2026 15:00,26.843698,75.766894,NH3,8,12,10
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",24-02-2026 15:00,28.207266,76.829265,NH3,2,6,4
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",24-02-2026 15:00,28.018792,73.292658,SO2,5,22,12
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",24-02-2026 15:00,28.018792,73.292658,OZONE,15,160,152
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",24-02-2026 15:00,25.435774,75.644272,PM2.5,18,127,78
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",24-02-2026 15:00,25.435774,75.644272,NH3,3,18,7
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",24-02-2026 15:00,25.435774,75.644272,SO2,3,40,10
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",24-02-2026 15:00,28.296139,74.961696,PM10,58,220,141
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",24-02-2026 15:00,28.296139,74.961696,NH3,7,12,10
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",24-02-2026 15:00,28.296139,74.961696,OZONE,45,113,77
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",24-02-2026 15:00,26.895552,76.334753,NO2,13,166,52
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",24-02-2026 15:00,25.106006,76.469948,NH3,4,6,5
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",24-02-2026 15:00,25.747299,71.393989,PM2.5,3,117,38
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",24-02-2026 15:00,25.747299,71.393989,PM10,20,205,92
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",24-02-2026 15:00,25.747299,71.393989,CO,18,119,54
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",24-02-2026 15:00,27.215415,77.50873,PM2.5,26,137,76
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",24-02-2026 15:00,27.215415,77.50873,CO,24,114,48
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",24-02-2026 15:00,25.339605,74.618883,NH3,6,11,8
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",24-02-2026 15:00,28.194909,76.862296,PM2.5,4,378,270
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",24-02-2026 15:00,28.194909,76.862296,OZONE,7,40,23
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",24-02-2026 15:00,26.843698,75.766894,CO,2,96,16
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",24-02-2026 15:00,26.843698,75.766894,OZONE,21,166,153
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",24-02-2026 15:00,26.9164092,75.7994901,PM10,65,141,102
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",24-02-2026 15:00,26.9164092,75.7994901,OZONE,15,73,45
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",24-02-2026 15:00,26.786682,75.827928,SO2,3,6,4
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",24-02-2026 15:00,26.960669,75.771817,PM2.5,40,142,61
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",24-02-2026 15:00,26.960669,75.771817,CO,6,74,23
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",24-02-2026 15:00,26.9502929,75.730943,NO2,42,103,59
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",24-02-2026 15:00,31.321907,75.578914,OZONE,38,100,61
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",24-02-2026 15:00,30.736056,76.209694,CO,16,72,47
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",24-02-2026 15:00,30.9028,75.8086,OZONE,59,77,64
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",24-02-2026 15:00,30.649961,76.331442,PM2.5,6,210,71
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",24-02-2026 15:00,30.649961,76.331442,NO2,23,24,24
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",24-02-2026 15:00,30.649961,76.331442,OZONE,33,38,36
India,Punjab,Patiala,"Model Town, Patiala - PPCB",24-02-2026 15:00,30.349388,76.366642,PM2.5,59,86,70
India,Punjab,Patiala,"Model Town, Patiala - PPCB",24-02-2026 15:00,30.349388,76.366642,OZONE,10,42,18
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",24-02-2026 15:00,26.470859,74.646594,PM2.5,46,104,72
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",24-02-2026 15:00,26.470859,74.646594,SO2,3,6,4
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",24-02-2026 15:00,27.554793,76.611536,PM2.5,62,97,74
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",24-02-2026 15:00,27.554793,76.611536,NO2,51,109,73
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",24-02-2026 15:00,26.912329,70.909168,PM2.5,18,240,70
